+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                            design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_R_reg[16]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                            design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_R_reg[15]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                            design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_R_reg[14]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                               design_1_i/custom_hps_1/U0/custom_hps_v1_0_S00_AXI_inst/axi_rdata_reg[13]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                               design_1_i/custom_hps_1/U0/custom_hps_v1_0_S00_AXI_inst/axi_rdata_reg[27]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                               design_1_i/custom_hps_1/U0/custom_hps_v1_0_S00_AXI_inst/axi_rdata_reg[25]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                               design_1_i/custom_hps_1/U0/custom_hps_v1_0_S00_AXI_inst/axi_rdata_reg[24]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |design_1_i/zed_audio_ctrl_0/U0/AXI_LITE_IPIF_I/I_SLAVE_ATTACHMENT/I_DECODER/GEN_BKEND_CE_REGISTERS[4].ce_out_i_reg[4]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |design_1_i/zed_audio_ctrl_0/U0/AXI_LITE_IPIF_I/I_SLAVE_ATTACHMENT/I_DECODER/GEN_BKEND_CE_REGISTERS[1].ce_out_i_reg[1]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                design_1_i/custom_hps_1/U0/custom_hps_v1_0_S00_AXI_inst/slv_reg0_reg[16]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[26]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[29]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[27]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[28]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[21]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[20]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[19]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[18]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[30]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[31]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[25]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[24]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[23]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[22]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[16]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[15]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[14]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[17]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 | design_1_i/axi_gpio_1/U0/AXI_LITE_IPIF_I/I_SLAVE_ATTACHMENT/I_DECODER/MEM_DECODE_GEN[0].cs_out_i_reg[0]/D|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                            design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_R_reg[28]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                             design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_R_reg[9]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                            design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_R_reg[19]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                            design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_R_reg[25]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                            design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_R_reg[18]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                           design_1_i/vga_controller_0/U0/flush_done_reg/D|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                            design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_L_reg[18]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                            design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_L_reg[31]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                            design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_L_reg[29]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                            design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_L_reg[28]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                            design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_L_reg[26]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[13]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[12]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[11]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[10]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                             design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_L_reg[1]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                             design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_L_reg[9]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                             design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_L_reg[0]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                             design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_L_reg[6]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                             design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_L_reg[4]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                             design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_L_reg[7]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                             design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_L_reg[3]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                            design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_L_reg[13]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                            design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_L_reg[11]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                             design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_L_reg[2]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                             design_1_i/zed_audio_ctrl_0/U0/USER_LOGIC_I/DataTx_L_reg[5]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                       design_1_i/vga_controller_0/U0/rd_addr_reg_reg[9]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                       design_1_i/vga_controller_0/U0/rd_addr_reg_reg[8]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                       design_1_i/vga_controller_0/U0/rd_addr_reg_reg[7]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                       design_1_i/vga_controller_0/U0/rd_addr_reg_reg[6]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                         design_1_i/vga_controller_0/U0/flush_rready_reg/D|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                        design_1_i/vga_controller_0/U0/flush_arvalid_reg/D|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                 design_1_i/custom_hps_1/U0/custom_hps_v1_0_S00_AXI_inst/slv_reg1_reg[9]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                design_1_i/custom_hps_1/U0/custom_hps_v1_0_S00_AXI_inst/slv_reg1_reg[11]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |design_1_i/zed_audio_ctrl_0/U0/AXI_LITE_IPIF_I/I_SLAVE_ATTACHMENT/I_DECODER/GEN_BKEND_CE_REGISTERS[2].ce_out_i_reg[2]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |design_1_i/zed_audio_ctrl_0/U0/AXI_LITE_IPIF_I/I_SLAVE_ATTACHMENT/I_DECODER/GEN_BKEND_CE_REGISTERS[3].ce_out_i_reg[3]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |design_1_i/zed_audio_ctrl_0/U0/AXI_LITE_IPIF_I/I_SLAVE_ATTACHMENT/I_DECODER/GEN_BKEND_CE_REGISTERS[0].ce_out_i_reg[0]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                            design_1_i/vga_controller_0/U0/wr_en_reg_reg/D|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                          design_1_i/vga_controller_0/U0/ARVALID_reg_reg/D|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                               design_1_i/vga_controller_0/U0/rready_reg/D|
+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
